text,company,label
"RT haha, awesomely rad iPad app by @madebymany http://bit.ly/hTdFim #hollergram #sxsw (via @michaelpiliero)",Apple,1
"someone started an #austin @PartnerHub group in google groups, pre-#sxsw. great idea",Google,1
The new #4sq3 looks like it is going to rock. Update for iPhone and Android should push tonight http://bit.ly/etsbZk #SXSW #KeepAustinWeird,Apple,1
"They were right, the @gowalla 3 app on #android is sweeeeet! Nice job by the team there. #sxsw",Google,1
Very smart from @madebymany #hollergram iPad app for #sxsw! http://t.co/A3xvWc6 (may leave my vuvuzela at home now),Apple,1
You must have this app for your iPad if you are going to #SXSW http://itunes.apple.com/us/app/holler-gram/id420666439?mt=8 #hollergram,Apple,1
"Attn: All  #SXSW frineds, @mention Register for #GDGTLive  and see Cobra iRadar for Android. {link}",,0
Anyone at  #sxsw want to sell their old iPad?,,0
"At #sxsw.  Oooh. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link}",,0
The best!  RT @mention Ha! First in line for #ipad2 at #sxsw pop-up Apple store was an event planner #eventprofs #pcma #engage365,Apple,1
@mention  - False Alarm: Google Circles Not Coming Now‰ÛÒand Probably Not Ever? - {link} #Google #Circles #Social #SXSW,Google,-1
VatorNews - Google And Apple Force Print Media to Evolve? {link} #sxsw,,0
@mention  - Great weather to greet you for #sxsw! Still need a sweater at night..Apple putting up flash store downtown to sell iPad2,Apple,1
Hey #SXSW - How long do you think it takes us to make an iPhone case? answer @mention using #zazzlesxsw and we‰Ûªll make you one!,,0
Mashable! - The iPad 2 Takes Over SXSW [VIDEO] #ipad #sxsw #gadgets {link},,0
For I-Pad ?RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by ... {link},,0
#IPad2 's ‰Û÷#SmartCover‰Ûª Opens to Instant Access - I should have waited to get one! - {link} #apple #SXSW,Apple,1
Hand-Held ‰Û÷Hobo‰Ûª: Drafthouse launches ‰Û÷Hobo With a Shotgun‰Ûª iPhone app #SXSW {link},,1
HOORAY RT ‰ÛÏ@mention Apple Is Opening A Pop-Up Store In Austin For #SXSW | @mention {link},Apple,1
wooooo!!! ÛÏ@mention Apple store downtown Austin open til Midnight. #sxswÛ,Apple,1
Khoi Vinh (@mention says Conde Nast's headlong rush into iPad publishing was a fundamental misunderstanding of the platform #sxsw,,0
‰÷¼ WHAT? ‰÷_ {link} ‰ã_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,,0
ÛÏ@mention @mention #Google Will Connect the Digital & Physical Worlds Through Mobile - {link} #sxswÛ @mention,,0
ÛÏ@mention @mention talking about {link} - Google's effort to allow users to have open systems #bettercloud #sxswÛ,Google,1
"{link} RT @mention Google before you tweet is the new think before you speak. - Mark Belinsky, #911tweets panel at #SXSW.",,0
{link} RT @mention 1st stop on the #SXSW #Chaos & @mention hunt: Austin Java. Get in the spy game 4 a chance 2 win an iPad!,Apple,1
{link} RT @mention Those at #SXSW check out the Holler Gram ipad app from @mention  {link},,0
@mention  @mention &  @mention having fun at #google [pic] #SXSW {link},,0
via @mention : {link} Guy Kawasaki talks 'Enchanted' at SXSW - HE knows his stuff! #books #internet #Apple #sxsw  ,,0
#OMFG! RT @mention Heard about Apple's pop-up store in downtown Austin? Pics are already on Gowalla: {link} #sxsw #iPad2,Apple,1
"#Smile RT @mention I think Apple's pop-up store in Austin would be a lot more interesting if it actually, you know... popped up #sxsw",Apple,0
Again? RT @mention Line at the Apple store is insane.. #sxsw,,-1
Agree. RT @mention Wait. FIONA APPLE is in town??? Somebody kidnap her and put her in a recording studio until she records a new album. #sxsw,,0
At #sxsw? @mention / @mention wanna buy you a drink. 7pm at Fado on 4th. {link} Join us!,,0
attending @mention iPad design headaches #sxsw {link},Apple,-1
"Boooo! RT @mention Flipboard is developing an iPhone version, not Android, says @mention #sxsw",,-1
Check out @mention @mention & @mention in line for their iPad 2 in Austin. Power to them! #sxswi #SXSW  {link},Apple,1
Chilcott: @mention #SXSW stand talking with Blogger staff. Too late to win competition for best tweet mentioning @mention So no t-shirt.,,0
"Do it. RT @mention Come party w/ Google tonight at #sxsw! {link} - Bands, food, art, ice cream, nifty interactive maps!",Google,1
"Ha.ha. RT @mention #SXSW News: Yahoo.com is loosing search traffic to new site, Google.com. Doubt it will last tho w/ that weird name.",,0
Holla! RT @mention At google party. Best ever! Get your butt over here. #sxsw,Google,1
I love my @mention iPhone case from #Sxsw but I can't get my phone out of it #fail,Apple,1
New Post: @mention iPhone app makes it easy to connect on all social networks with people you meet  {link} #sxsw,Apple,1
Nice that @mention iPhone app is behaving today. Crashes yesterday were ridiculous. #sxsw,Apple,1
Nice!  RT @mention Apple opening popup store for iPad launch in downtown Austin during #SXSW {link} via @mention,,0
"Nice!! RT @mention Hey, Apple fans! Get a peek at the space that's slated to be a pop-up #SXSW Apple Store tomorrow: {link}",Apple,1
"one thing @mention is doing so great is get a great, down to earth face to Google as a company - You can only love her #sxsw #sxwsi",Google,1
Stay tune @mention showcase #H4ckers {link} #SXSW,,0
Thank you @mention for an awesome #sxsw party! {link},,0
"Thanks RT @mention If you're trying to contact friends or family in #Japan, @mention has created a person finder: {link} #SXSW",,0
Thanks to @mention for her mention of our new #Speech iPad apps being showcased at the #SXSW Conf. {link} #sxswh #sxsh,Apple,1
Thanks to @mention for publishing the news of @mention new medical Apps at the #sxswi conf. blog {link} #sxsw #sxswh,,0
What !?!? @mention  #SXSW does not provide iPhone chargers?!?  I've changed my mind about going next year!,Apple,-1
Wonder if @mention is putting tips from the @mention API... #SxSW #SUxSW,,0
"XMAS!! RT @mention Shiny new @mention @mention @mention apps, a new @garyvee book, pop-up iPad 2 stores... #SXSW is Christmas for nerds.",Apple,1
Yai!!! RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by (cont) {link},Apple,1
"Fast, Fun & Future: @mention of Google presenting at #sxsw on search, local and mobile",Google,1
GSD&M & Google's Industry Party Tonight @mention - See u there! {link} #SXSW #Austin #Welivehere #GSDM,,0
Headline: #iPad 2 is the Must-Have Gadget at #SXSW Hmm... I could have seen that one coming! {link} #gadget,Apple,1
‰ÛÏ@mention Apple has opened a pop-up store in Austin so the nerds in town for #SXSW can get their new iPads. {link} #wow,,0
Know that dataviz translates to satanic on an iPhone. I'm just sayin'. #sxsw,,-1
".@mention Google launched checkins a month ago. Check ins are ok, but CHECK OUTS are the future. #sxsw #Bizzy",Google,1
".@mention Google launched checkins a month ago. Check ins are ok, but CHECK OUTS are the future. #sxsw #Bizzy (via @mention",,0
"ÛÏ@mention Google before you tweet is the new think before you speak. - Mark Belinsky, #911tweets panel at #SXSW.Û",Google,1
"Attending left brain search = Google, Right brain search = X  #Bettersearch  -- talking about the future of search engines at #sxsw",,0
"Kawasaki: Not C.S. Lewis level reasoning, but Apple's continued existence is evidence for the existence of God #bawling #sxsw",Apple,1
Kawasaki: pagemaker saved Apple. Oh those were the days. #sxsw #jwtatl #enchantment  via @mention,Apple,1
Spark for #android is up for a #teamandroid award at #SXSW read about it here: {link},,1
"Unboxing. #Apple #sxsw  @mention Apple Store, SXSW {link}",,0
"#SXSW and #Apple iPad 2's are great, but thoughts are w/ Japan and APAC regions dealing w/ earthquake & tsunami trauma. #sxswi",Apple,1
"At #SXSW, #Apple schools the #marketing experts | SXSW - CNET Blogs {link}",,0
"At #SXSW, #Apple schools the marketing experts - {link}",Apple,1
"Temporary #apple store is def not a tent, it's a powerhouse gym #SXSW  {link}",Apple,1
"Temporary #Apple store on 6th and Congress for #sxsw, along with 10,000 very happy hipsters.",Apple,1
‰ÛÏ@mention #Apple wins #SXSW {link} Opening a temporary store in downtown Austin to support #iPad2 launch - That is good.,Apple,1
#iPad and #Austin are trending today. Have fun at #sxsw all you nerdy nerds!!!,Apple,1
"Headed to #Austin for #SXSW? Check out my map for newbies {link} @mention @mention , @mention @mention Enjoy!",,0
Funny how #Austin is trending but not #SXSW. Only a matter of minutes at this point (at least according to Twitter for iPhone).,,0
Christian #iPad #iPhone devs I want to talk to u at #sxsw or after -maybe we can wk together on cool app! @mention me,Apple,1
The Apple #iPAD2  has taken #SxSW and #Austin by storm.. {link}  @mention excited to a be a part #mobile,Apple,1
I can haz #iPad2 ifrom #SxSW Gr8 {link},Apple,1
"Stacks of #ipad2's waiting to be bought at #sxsw. I got mine, no hassle at all. Apple handled this perfectly {link}",Apple,1
"For those #notatSXSW (or at #SXSW), here's {link} Free to download and meet nearby peps",,0
Does your #SmallBiz need reviews to play on Google Places...We got an App for that..{link}  #seo #sxsw,,1
Does your #SmallBiz need reviews to play on Google Places...We got an App for that..{link} #seo #sxsw,,0
"Take that #SXSW ! RT @mention Major South Korean director gets $130,000 to make a movie entirely with his iPhone. {link}",Apple,1
"Beautiful #sxsw (@mention Apple Store, SXSW) [pic]: {link}",Apple,1
Q1 Was at #sxsw #sxswi for prep. Amazing pre push locally. Focus on location based. Google owns 10% of the regions billboards. #pr20chat,,0
Any other #Sxsw accounts I need to follow or apps to download for iPhone?,,0
Headed to #sxsw and want to share/gather contact info? {link} can turn your iphone into a business card broadcaster.,,0
Headed to #sxsw and want to share/gather contact info? {link} can turn your iphone into a... {link},,0
Must have #SXSW app! RT @mention Lovely review from Forbes for our SXSW iPad app Holler Gram - {link},Apple,1
Temporary #sxsw apple store. Apple being sneaky as usual  {link},Apple,1
Anyone at #sxsw been by the pop-up Apple store in Austin? That's gotta be a hopping place today.,,0
ÛÏ@mention #sxsw beta testing interactive book for iPad app by Moonbot studios out of Louisiana.  Cool app.Û,Apple,1
Apple won #SxSW from day one. Seeing a TON of #iPad2,Apple,1
#fastball #sxsw Giving away two NEW Ipad2 wifi 32g black Apple cover tweet @mention fo more info #sxswi #attsxsw  Tonight @mention bo.lt house,,0
ÛÏ@mention #sxsw ipad store sold out of everything except 64gig wifi only whiteÛ @mention Did you manage to get yours?,Apple,1
ÛÏ@mention #sxsw ipad store sold out of everything except 64gig wifi only whiteÛ also known as the white jeans configuration.,Apple,1
Offered a #sxsw ipad promo to ninjafinder users and fans who are not here at #sxsw. Sucks to not be here. #sxsw,Apple,1
Anyone at #sxsw know if apple will be (or is) selling ipad 2 there?,,0
Anyone at #SXSW know if the apple store has had a new shipment of iPads yet?,,0
Marc Ecko #SXSW launches #iPhone app. to autodial political change! {link} #edreform #edtech #eduVC #FightThePaddle,,0
#POURsite #SXSW learning about the life-changing impact of the iPad on real people's actual lives - bravo!,Apple,1
@mention  #SXSW LonelyPlanet Austin guide for #iPhone is free for a limited time {link} #lp #travel,,1
Anyone at #sxsw or heading to aclu event seen owt to do with google circles then?,,0
The Apple #SXSW store still has iPad 2's and short lines.,Apple,1
Essential #sxsw tools: {link},,0
"Just left #sxsw tradeshow demo of @mention at the Google Theatre. Ok, I get it. I see why all the presenters here are using it.",Google,1
Anyone at #sxsw want an iPad 2? I'm in line and will pick one up for someone willing to pay me 50 for me to grab 1 for you?,,0
Anyone at #sxsw want to make a quick hundred dollars? New #ipad2 from ad hoc apple store here gets hundred plus cost!,Apple,1
"Monday at #sxsw: barry diller, new york times, congress lunch, W Hotel party, Google party, six dirty martinis. How mondays should be.",Google,1
Attending #sxsw? Austin Guide by @mention is now free to download on iTunes - {link} #lp,,0
"Seriously #sxsw? Did you do any testing on the mobile apps? Constant iPad crashes causing lost schedules, and no sync for WP7.",Apple,-1
Ready for #SXSW?! Here are some iPhone apps 2 make ur blogging easier | {link} #SXSW #SXSWi,Apple,1
ipad2 and #sxsw...a conflagration of doofusness.  {link},Apple,-1
attention #sxsw'ers - {link} - rumored pop-up temporary Apple store for all your #sxsw iPad 2 launch needs.,Apple,1
I went to #sxswi and all I won was this lousy #iPad #sxsw :-) :-) {link},Apple,1
Attending #SXSWi? Work in iPhone / iPad game development? Looking to hire an Austin-based iOS developer? I'm your man. Let's talk. #SXSW,,0
This is a #WINNING picture #android #google #sxsw {link},Google,1
GSD&M + Google 7-10. RT @mention What's the best party to hit tonight? #sxsw @mention @mention,,0
GSD&M + Google Industry Party #SXSW @mention great to meet you  {link},,0
"You spent $1,000+ to come to SXSW. 

You've already used iPad 1. 

The wait is a couple city blocks. 

Why? #ipad2 #SXSW {link}",Apple,-1
#sxsw day 1 - Marissa Mayer: Google Will Connect the Digital & Physical Worlds Through Mobile {link},,0
Behind on 100s of emails? Give them all 1 line iPhone composed replies. #SXSW #protip,Apple,1
It's like 10pm at night and there is a line around the block at the popup apple stores selling iPad2s. #sxsw,Apple,1
.@mention 1154 free songs from #SXSW (this year alone!) {link},,0
Currently 150 people in line at the Pop Up Apple Store #sxsw,,0
"Only iPad 2 available at #sxsw is the 64GB wifi-only model at $699, plus the optional (not!) leather smart cover at $69",,0
‰÷¼ We love 2 entertain you‰Û_Please don‰Ûªt be grateful! ‰÷_ {link} ‰ã_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,,0
Less than 2 hours until we announce the details on the iPad 2 giveaway! #SXSW #SXSWi,,0
"I'm up to 2 iPad 2s seen in the wild. Both people say it is fast, but the still pics are terrible. #sxsw",Apple,-1
(The iPad 2 queue at #sxsw of course,,0
The #iPad 2 Takes Over #SXSW [VIDEO] /by @mention {link},Apple,1
many iPad 2's snapping away at the keynote slides! #sxsw,Apple,1
Having my 2nd cocktail Texas Snowflake  ( @mention google it!!) at the #CNNGrill #SxSw,,0
New Post: 3 iPhone Apps We'll Be Using at South By Southwest Interactive {link} #SXSW #SXSWi,Apple,1
New Post: 3 iPhone Apps We'll Be Using at South By Southwest Interactive #SXSW #SXSWi {link},,0
sweet new 3-d google maps demo going on in ballroom D #SXSW,Google,1
More than 35 million miles per day are driving with Google Maps Navigation! #SXSW,Google,1
"U = smart 4 packing an extra :) RT @mention On my way to sunny Austin for #sxsw! Extra iPhone in stow, just in case. @mention @mention",,0
"Wonder if 4sqwill attempt to block GoWalla cross-checkins, the way Facebook blocked Google's contacts connections.  #sxsw #lbsWars",,0
#SXSW day 5 at the #apple store and there's still a line...and growing {link},Apple,1
"Check out 5 Steps to Bulletproof UX Strategy at SXSW
{link} #SXSW #rhjr_ux5  {link}",,0
"Wandering 6th street with the girls. Stopped for ceviche, mojitos, apple juice & ice cream. #sxsw",,0
"If you're a band at #SXSW and want to share a track with your Audience from stage, use FrostWire for Android if there's Wi-Fi available",Google,1
We've got a busy week ahead: Our new book on #Google Apps will be available on Amazon & we're attending #SXSW,,0
‰ÛÏ@mention A Google Spreadsheet of over 270 parties at #SXSW this year O_O {link} @mention Plan on going to #SXSW Party on,,0
"There was a guy in line for Apple's pop-up store on Sixth Street in Austin. I'm that guy, he told me. #sxsw",,0
if u have a iPhone you don't need a car'-use zimride etc to share rides #sxsw #shareable,Apple,1
Receiving a lot of @mention messages telling me I'm sexy in response to my post looking to meet fellow Christian iPhone devs at #sxsw,,0
Picked up a Mophie battery case 4 my iPhone in prep for #SXSW. Not lugging around a laptop & only using my phone was a huge win last year.,Apple,1
"Now thats a NEWS :P RT@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,0
"Not to be a rumor monger, but this was a good read å_ #Google #Circles preview @mention #sxsw {link} by @mention via @mention #socbiz #fb",Google,1
HOBO WITH A SHOTGUN iPhone game {link} #sxsw,,0
Hobo with A Shotgun video game coming to iPad/iPhone users?! Yes please! {link} #SXSW,Apple,1
build out a store in less than 24 hours and have one of the biggest launches in this company's history?  we got this.  #apple #sxsw #ipad2,Apple,1
Just read about #GroupMe at #SXSW...sounds like an incredible app. Is it available for Android phones yet?,Apple,1
Wondering about Circles? > Google to reveal a new social network at #SXSW {link},,0
Wondering about street closures during SXSW? We made a Google Map to show you: {link} #sxsw #austin,,0
Questions about what's inside the iPad 2? Fire them my way. #sxsw,,0
Paraormal activity: Sanctuary iphone game. Sketching your AR experience. Interactivity through magic lense #EduAR #sxsw,,0
Apple IIe ad in the '85 SI swimsuit issue at a garage sale #sxsw {link},,0
Spent the aftrnoon on a frozen lake photographing my brother Scott & the @mention team. Catch them at #SXSW ths weeknd.  {link},,0
"If iPhone alarms botch the timechange, how many #SXSW'ers freak? Late to flights, missed panels, behind on bloody marys...",Apple,-1
Shouts to all the ladies holding up their iPad 2's at free #sxsw shows to take photos while sipping free beer. /cc: @mention,Apple,1
"Dj hoodie allen, with all due respect, you should probably make your way back to google #sxsw",,0
I meant I also wish I  at #SXSW #dyac stupid iPhone!,Apple,-1
Audioboo: American Dream or Bust {link} #iPad #sxsw #bum #begger #us #socialart #Documentally,,0
Skifta is an app-based media shifting service that turns your Android phone into a ...  #sxsw #mashable #sxswi {link},,0
Rumors of an Apple store opening for #SXSW at 6th & Congress. All signs point to yes! {link},Apple,1
What does an Apple security guy after he locks up the store..... #sxsw - {link},,0
What does an Apple security guy after he locks up the store..... #sxsw - The Realtime SXSW S... {link} curated by @mention,,0
picked up an ipad 2 at the #sxsw pop up  apple store! only 15 minute wait!,Apple,1
Brilliant and enlightening game mechanics presentation by @mention from Google #SXSW,Google,1
GSD&M and Google.....sitting in a tree {link} #sxsw #gsdm,,0
@mention  and here's a pic of you winning your ipad! #unsix #sxsw cc @mention @mention  {link} (cont) {link},,0
My iPhone and I are both VERY thirsty! #sxsw (@mention Chevy Volt Lounge w/ 16 others) {link},,0
My iPhone and I are both VERY thirsty! #sxsw (@mention Chevy Volt Lounge w/ 16 others) {link} {link},,0
marketing and sales GENIUS: {link} #Apple #SXSW,Apple,1
Reminder: Android and Chrome TTS talk @mention 1 PM today!  {link}  #sxsw,,0
iPad 2 vs Android vs The World : Panel at #SXSW today 3:30PM by @mention {link},,0
"Do I need any more for #sxsw! ipad, iphone, laptop, dictaphone, vid.camera.... Wow! Love to  meet the REAL 'cerebellum' charged people:)",Apple,1
The #SXSW app for my iPhone is ridiculous. It's my personal planner for the next 5 days.,Apple,1
Our #sxsw app is now on #android :D huge props to @mention @mention @mention & @mention Get it now: {link},,0
"Found the app kyping my iPhone's geolocation & not releasing when in background. Need a patch, @mention #batterykiller #SXSW",Apple,-1
the #SXSW app on the iPhone is live. RSVP for events from your phone & check out sundayswagger.eventbrite.com 3/20 #scoremore,Apple,1
My iPhone app screen for #sxsw what am I missing?   {link},,0
Love this app! So awesome. RT @mention Must see #android app at #sxsw Bizzy {link},Google,1
Say what? Apple #sxsw popup store in Austin! {link} ~@mention @mention,,0
Of course Apple built a temp store in Austin. It's Texas. They understand the concept of corralling cattle #SXSW #PickMeUpAniPad2,Apple,-1
Love that Apple didn't let something like not having a retail store near #SXSW keep them away by opening a pop-up store {link},Apple,1
Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new ... {link} #Cnet,Apple,1
Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads. {link} #cnet,Apple,1
Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads. http:/ {link},,0
Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads.... {link},Apple,1
‰ÛÏ@mention Apple is a great example of a retail store layed out for the future - no 'registers' no 'checkout line'  #sxsw,Apple,1
‰ÛÏ@mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link} #gswsxsw,Apple,1
‰ÛÏ@mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch oh YAY more traffic.,Apple,-1
#technews Apple Opening Pop-Up Store in Austin for SXSW Geekfest [Apple] {link} #Tech_News #Apple #Brian_Lam #iPad_2 #SXSW #tech,,0
"The #sxsw Apple Popup Store is open at noon, has a fresh shipment of iPad 2's, and I'm pretty sure I'm going to get one. [fingers crossed]",Apple,1
"#technews Apple saves SXSW, set to open pop-up store {link} #Tech_News #Apple #SXSW #tech",Apple,1
"At #SXSW, Apple schools the marketing experts  {link}",,0
"At #SXSW, Apple schools the marketing experts {link}",Apple,1
"At #SXSW, Apple schools the marketing experts {link} via @mention",Apple,1
"At #SXSW, Apple schools the marketing experts {link} via @mention << True. Love or loathe them, no one does marketing like them.",Apple,1
"At #SXSW, Apple schools the marketing experts | CNET - {link}",Apple,1
"At #SXSW, Apple schools the marketing experts | CNET Blogs {link} #Austin #ATX #retail",Apple,1
ÛÏ@mention Apple store downtown Austin open til Midnight. #sxswÛ @mention there's still time :),Apple,1
ÛÏ@mention Apple store downtown Austin open til Midnight. #sxswÛ any ipad2 left in stock?,,0
@mention  Apple Store on Congress  {link} #sxsw #austin,,0
The Apple store at the mall on Sunday is 10x as crowded as this. This line is fake. I just need a fucking dongle. Genius let me in. #sxsw,Apple,-1
2wks only Apple Store in 6th Austin street is now opened. #sxsw,,0
Makeshift apple store at 6th and congress. You're kidding me. Amazing #sxsw #apple,Apple,1
Temporary Apple store at #sxsw - huge line. {link},,0
Temporary Apple store at SXSW is really cool...as is the iPad 2 :) #apple #SXSW #fanboy,Apple,1
Temporary Apple Store being set up for #SXSW... shit now the temptation is going to be out of control.,Apple,1
"Temporary apple store for #sxsw, line goes around the block {link}",,0
Temporary apple store opens at 5pm at 6th and congress. Line already growing. #iPad - view.io {link} via @mention #sxsw,Apple,1
Temporary Apple Store will be a block from my office! Can't wait to see the line tomorrow. Photos to come... #sxsw #iPad2,Apple,1
Base Camp Apple.  #SXSW {link},,0
iPad news apps 'so last year' at #SXSW {link},Apple,-1
10 iPhone Apps you‰Ûªll Probably Need and Use During #SXSW {link},Apple,1
Now there are 150 million mobile google maps users @mention #sxsw,Google,1
The lines are already forming at Apple's pop-up store in Austin. Aren't these people here to see the festival? {link} #sxsw,,0
And a few are Android too RT @mention 10 New Mobile Apps I‰Ûªll Be Using atåÊ#SXSW  {link},Google,1
"#Sxsw You are attending SXSW? report what you see with your Android phone, get Bannka app.",,0
"iPad apps are just like software development in that once you release it, you have to start working on the update. #sxsw",Apple,1
"My tweets are stalled. Data sluggish. Come on AT&T, Verizon is embarrassing iPhone customers who haven't switched. #SXSW #iPhone",,0
"Those who are tweeting that Google is coming out with Circles platform today are outside of the circle, keep up #itsnot #sxsw",,0
Unloading at #apple store corner of 6th and congress in Austin. Temp store for #SXSW  {link},,0
"If you're at #SXSW and want an iPad 2, Apple's setting up a temporary store. Check it out! {link}",,0
Overheard at #sxsw the iPad is a relaxing computer: agreed. #iPad #apple,Apple,1
Overheard at #sxsw interactive: Arg! I hate the iphone! I want my blackberry back #shocked,Apple,-1
ÛÏ@mention at #sxsw: apple comes up with cool technology no one's ever heard of because they don't go to conferencesÛ,Apple,-1
"For those at #SXSW: Apple sets up 5,000-square-foot temporary store at SXSW to sell new iPads, test potential traffic {link}",,0
Overheard at #SXSW: Google doesn't launch products at other people's events.,,0
"Last year at #SXSWi everbody was talking about the iPad, this year it's social media driven revolutions. This year is better. #sxsw",Apple,1
"Long line at Apple Pop up store for iPad 2. Great marketing, Apple. #SXSW",Apple,1
"ÛÏ@mention At Google, 4 people do the work of 7 people rather than 7 people doing the work of 4. #agileagency #SXSWÛ",Google,1
knackered at home playing with ipad and updating iphone. but timeline smashed with partytweets can't make me go to bed.. #sxsw,Apple,1
overheard at MDW (and I'll second it) halfway through my iPhone battery already and I haven't even boarded the plane to #sxsw #amateurhour,Apple,-1
"#technews At SXSW, Apple schools the marketing experts {link} #Tech_News #Apple #Jobs_Co #SXSW #tech",Apple,1
First day at sxsw.  Fun final presentation on Google Doodles.  #GoogleDoodle #sxsw,,1
Huge line at the #apple store in #austin - #sxsw crowd tripping over each other to get the new ipad,Apple,1
If ur not at the #google #aclu 80's party....u should be! #sxsw,Google,1
The queue at the apple pop-up store #sxsw {link},,0
"Posted up at the DMI House, Intimate Stranger on the stage, they got a restaurant crowd sitting down to deal wif  #sxsw {link}",,0
I laughed at the iPad until I spent this week hauling my macbook everywhere. Now I really want an iPad and a shoulder rub. #sxsw,Apple,1
Any #SXSW attendees need a QR code reader for their iPhone? Tweet us an image of you with your badge and the first 5 get Optiscan free!,Apple,1
Hey #SXSW attendees...you should hop in line at the #Apple store now. Only four days til your new iPad2 comes in...,Apple,1
is anyone attending to the google & aclu party @mention sxsw? if so could you plz up some pictures? thanks! #sxsw,,0
"March 11. Austin, TX. Will people line up at the #SXSW registration or at the Apple Store? ^_^",,0
they took away the lego pit but replaced it with a recharging station ;) #sxsw and i might check prices for an iphone - crap samsung android,Google,-1
".@mention Bad Apple: shows up late, Qs the process, poo-poos ideas, leaves early. Can even be I'm too creative or busy #gamestorming #sxsw",Apple,-1
".@mention Bahrain govt turned off Google Earth. As a result, more people learned about it and govt had to turn it back on. #sxsw",,0
Trying to balance the power of power needs on iPhone vs iPad at #sxsw. This 3G iPad sucks it out quick. Might have go airplane mode.,Apple,-1
My iPhone battery at 100%. #winning at #SXSW,Apple,1
My iPhone battery can't keep up with my tweets! Thanks Apple.  #SXSW  #precommerce,Apple,-1
will this be another google wave? RT @mention We interrupt your regularly scheduled #sxsw geek programming w/big #google news {link},,0
this will be fun to watch. #ipadmadness RT @mention Apple Opening Pop-Up Store In Austin For SXSW {link} #sxsw,Apple,1
This will be out of control: #Apple set to open popup shop in core of #SXSW action {link} via @mention  cc @mention,Apple,1
Yeah I'll be there for sure! -->RT @mention @mention @mention check this: {link} #SXSW #google,,0
